project_name,path,lineno,parameter,value
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/leap.py,23,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/leap.py,104,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/leap.py,12,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/leap.py,12,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/rstar.py,39,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/rstar.py,105,temperature,0.2
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/rstar.py,25,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/rstar.py,25,temperature,0.2
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/self_consistency.py,19,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/self_consistency.py,26,temperature,1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/self_consistency.py,9,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/self_consistency.py,9,temperature,1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plansearch.py,17,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plansearch.py,8,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/deepconf/processor.py,24,top_k,5
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/deepconf/processor.py,24,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/deepconf/confidence.py,23,top_k,5
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,510,top_p,1.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,415,top_p,1.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,467,top_p,0.95
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,547,top_p,1.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,746,top_p,1.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/cepo/cepo.py,381,top_p,1.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/aggregator.py,271,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/aggregator.py,253,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/aggregator.py,20,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/aggregator.py,38,max_tokens,30000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/mars.py,31,max_tokens,64000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/mars.py,56,max_tokens,4000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/mars.py,556,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/mars.py,538,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/mars.py,116,max_tokens,64000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/workspace.py,23,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/workspace.py,13,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,191,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,173,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,354,max_tokens,50
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,354,temperature,0.1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,51,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/strategy_network.py,66,max_tokens,30000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/mars/agent.py,171,temperature,0.1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/coc_plugin.py,238,temperature,0.2
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/coc_plugin.py,262,temperature,0.2
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/coc_plugin.py,296,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/genselect_plugin.py,236,max_tokens,2048
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/genselect_plugin.py,166,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,871,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,838,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,852,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,939,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,962,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/mcp_plugin.py,822,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/proxy_plugin.py,36,max_tokens,1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/proxy_plugin.py,36,temperature,0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/compact_plugin.py,133,max_tokens,2000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/compact_plugin.py,133,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/memory_plugin.py,143,max_tokens,1000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink_plugin.py,120,max_tokens,16382
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink_plugin.py,120,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink_plugin.py,120,top_p,0.95
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/majority_voting_plugin.py,91,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/proxy/client.py,187,max_tokens,1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/proxy/client.py,187,temperature,0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/proxy/client.py,265,model,unknown
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,419,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,419,max_tokens,1000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,570,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,570,max_tokens,500
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,645,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,645,max_tokens,2000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,707,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,707,max_tokens,1000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,852,temperature,0.6
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,852,max_tokens,3000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,906,temperature,0.2
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,906,max_tokens,500
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,1157,temperature,0.5
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deep_research/research_engine.py,1157,max_tokens,3000
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,96,max_tokens,1024
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,96,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,162,max_tokens,2048
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,162,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,239,max_tokens,2048
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,239,temperature,0.3
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,419,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/self_discover.py,25,max_tokens,16382
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/uncertainty_cot.py,153,temperature,0.0
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/uncertainty_cot.py,27,max_tokens,16382
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/uncertainty_cot.py,37,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/deepthink/uncertainty_cot.py,37,top_p,0.95
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/longcepo/utils.py,100,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/longcepo/utils.py,100,top_p,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/spl/generation.py,55,temperature,0.1
optillm,/home/aolmedo/research/repos/projects/optillm/optillm/plugins/spl/generation.py,122,temperature,0.7
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,378,temperature,0.6
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,378,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,607,temperature,0.6
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,607,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,525,temperature,0.6
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,525,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,401,temperature,0.6
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_optillmbench.py,401,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_proof.py,120,max_tokens,4000
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_proof.py,120,temperature,0.1
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_proof.py,228,max_tokens,64000
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_proof.py,228,temperature,0.1
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_arena_hard_auto_rtc.py,59,max_tokens,4096
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_answer.py,170,max_tokens,16000
optillm,/home/aolmedo/research/repos/projects/optillm/scripts/eval_imobench_answer.py,170,temperature,0.1
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/chat/chat.py,104,top_p,0.9
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/chat/chat.py,105,temperature,0.35
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/chat/chat.py,106,repetition_penalty,1.0
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/http/post.py,11,top_p,0.85
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/http/post.py,12,temperature,0.35
Firefly,/home/aolmedo/research/repos/projects/Firefly/script/http/post.py,13,repetition_penalty,1.0
linkedin-easyapply-using-AI,/home/aolmedo/research/repos/projects/linkedin-easyapply-using-AI/apply.py,50,temperature,0.3
linkedin-easyapply-using-AI,/home/aolmedo/research/repos/projects/linkedin-easyapply-using-AI/apply.py,91,model,text-davinci-002-render-sha
code-llama-for-vscode,/home/aolmedo/research/repos/projects/code-llama-for-vscode/llamacpp_mock_api.py,9,temperature,0.2
code-llama-for-vscode,/home/aolmedo/research/repos/projects/code-llama-for-vscode/llamacpp_mock_api.py,9,top_p,0.95
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,113,temperature,1.0
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,115,top_p,1.0
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,117,model,hunyuan-lite
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,85,temperature,1.0
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,85,top_p,1.0
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/hunyuan.py,85,model,hunyuan-lite
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/tti.py,52,model,hunyuan-standard
MaxKB,/home/aolmedo/research/repos/projects/MaxKB/apps/models_provider/impl/tencent_model_provider/model/llm.py,29,temperature,1.0
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/app/datamodels.py,90,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/app/datamodels.py,84,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/app/whatsapp/chat.py,13,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/app/whatsapp/chat.py,51,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/app/whatsapp/chat.py,11,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/chat/handlers/openai/completions.py,54,model,gpt-3.5-turbo
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/chat/handlers/openai/moderation.py,4,model,text-moderation-latest
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/chat/handlers/openai/edits.py,6,model,text-davinci-edit-001
openai-whatsapp-chatbot,/home/aolmedo/research/repos/projects/openai-whatsapp-chatbot/chat/handlers/openai/edits.py,45,model,code-davinci-edit-001
code-interpreter,/home/aolmedo/research/repos/projects/code-interpreter/libs/interpreter_lib.py,758,temperature,0.1
code-interpreter,/home/aolmedo/research/repos/projects/code-interpreter/libs/interpreter_lib.py,758,max_tokens,1024
code-interpreter,/home/aolmedo/research/repos/projects/code-interpreter/libs/gemini_vision.py,46,model,gemini/gemini-pro-vision
optimate,/home/aolmedo/research/repos/projects/optimate/optimization/chatllama/chatllama/llama_model.py,550,top_p,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v5/src/utils.py,49,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,364,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,364,top_p,0.5
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,364,top_k,0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,128,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,128,top_p,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260222_rosa4bitLM_L12.py,128,top_k,0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,349,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,349,top_p,0.5
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,349,top_k,0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,122,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,122,top_p,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v8/260212_rosa1bitLM_L12.py,122,top_k,0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v1/src/utils.py,27,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v4/run.py,82,top_p,0.7
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v4/src/utils.py,108,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v4neo/run.py,125,top_p,0.8
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v4neo/src/utils.py,49,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v3/run.py,45,top_p,0.7
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v3/src/utils.py,80,temperature,1.0
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v2-RNN/run.py,52,top_p,0.7
RWKV-LM,/home/aolmedo/research/repos/projects/RWKV-LM/RWKV-v2-RNN/src/utils.py,80,temperature,1.0
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,142,top_p,0.8
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,143,temperature,0.8
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,145,repetition_penalty,1.0
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,140,top_p,0.8
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,140,temperature,0.8
InternLM,/home/aolmedo/research/repos/projects/InternLM/agent/pal_inference.py,140,repetition_penalty,1.0
llama-trl,/home/aolmedo/research/repos/projects/llama-trl/tuning_lm_with_rl.py,221,top_k,0.0
llama-trl,/home/aolmedo/research/repos/projects/llama-trl/tuning_lm_with_rl.py,221,top_p,1.0
Claude-Telegram-Bot,/home/aolmedo/research/repos/projects/Claude-Telegram-Bot/utils/claude_utils.py,8,model,claude-2
Claude-Telegram-Bot,/home/aolmedo/research/repos/projects/Claude-Telegram-Bot/utils/claude_utils.py,9,temperature,0.7
Claude-Telegram-Bot,/home/aolmedo/research/repos/projects/Claude-Telegram-Bot/utils/claude_utils.py,6,model,claude-2
Claude-Telegram-Bot,/home/aolmedo/research/repos/projects/Claude-Telegram-Bot/utils/claude_utils.py,6,temperature,0.7
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,27,model,gpt-4
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,28,temperature,0.8
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,32,max_tokens,2000
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,19,model,gpt-4
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,19,temperature,0.8
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/main.py,19,max_tokens,2000
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/services/rail_service.py,81,temperature,0.8
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/repos/completions_repo.py,203,model,gpt-4
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/repos/completions_repo.py,203,max_tokens,2000
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/repos/completions_repo.py,203,temperature,0.8
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/repos/completions_repo.py,20,max_tokens,2000
AutoPR,/home/aolmedo/research/repos/projects/AutoPR/autopr/repos/completions_repo.py,20,temperature,0.8
mcp-client-for-ollama,/home/aolmedo/research/repos/projects/mcp-client-for-ollama/mcp_client_for_ollama/utils/constants.py,74,model,Select Ollama model
mcp-client-for-ollama,/home/aolmedo/research/repos/projects/mcp-client-for-ollama/mcp_client_for_ollama/prompts/routing.py,6,model,model
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/groq/chat.py,19,model,llama-3.3-70b-versatile
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/openai/embed.py,41,model,text-embedding-3-small
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/openrouter/chat.py,47,model,google/gemini-2.5-flash
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/nvidia_nim/chat.py,20,model,meta/llama3-8b-instruct
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/nvidia_nim/embed.py,34,model,nvidia/nv-embed-v1
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/deepseek/chat.py,102,model,deepseek-chat
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/perplexity/chat.py,72,model,sonar
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/ag2/agent.py,108,max_tokens,8000
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/ag2/agent.py,437,model,gpt-4o-mini
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/anthropic/claude_code.py,521,model,?
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/google/gemini_code.py,160,model,gemini-3.5-flash
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/providers/google/chat.py,20,model,gemini-2.5-flash
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/operations/interpret/interpret.py,63,temperature,0.1
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/service/token_calculator.py,24,model,gpt-4o
lionagi,/home/aolmedo/research/repos/projects/lionagi/lionagi/service/token_calculator.py,40,model,text-embedding-3-small
lionagi,/home/aolmedo/research/repos/projects/lionagi/cookbooks/007_fan_out_in.py,8,model,sonnet
lionagi,/home/aolmedo/research/repos/projects/lionagi/notebooks/using_claude_code/claude_code_provider.py,6,model,claude-sonnet-4-20250514
lionagi,/home/aolmedo/research/repos/projects/lionagi/notebooks/using_claude_code/using_claude_code.py,3,model,sonnet
oterm,/home/aolmedo/research/repos/projects/oterm/src/oterm/agent.py,44,max_tokens,0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/struprompting/models/unisequence_generator.py,20,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/struprompting/models/unisequence_generator.py,743,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq_cli/generate.py,72,max_tokens,12000
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq/sequence_generator.py,20,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq/sequence_generator.py,778,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq/dataclass/configs.py,897,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq/tasks/multilingual_language_modeling.py,584,max_tokens,36000
LMOps,/home/aolmedo/research/repos/projects/LMOps/structured_prompting/fairseq-version/fairseq/fairseq/tasks/language_modeling.py,340,max_tokens,36000
LMOps,/home/aolmedo/research/repos/projects/LMOps/minillm/finetune.py,181,top_k,0
LMOps,/home/aolmedo/research/repos/projects/LMOps/minillm/finetune.py,181,top_p,1
LMOps,/home/aolmedo/research/repos/projects/LMOps/minillm/finetune.py,181,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/struprompting/models/unisequence_generator.py,20,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/struprompting/models/unisequence_generator.py,743,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq_cli/generate.py,72,max_tokens,12000
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq/sequence_generator.py,20,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq/sequence_generator.py,778,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq/dataclass/configs.py,897,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq/tasks/multilingual_language_modeling.py,584,max_tokens,36000
LMOps,/home/aolmedo/research/repos/projects/LMOps/understand_icl/fairseq/fairseq/tasks/language_modeling.py,340,max_tokens,36000
LMOps,/home/aolmedo/research/repos/projects/LMOps/se2/DPR/dpr/utils/tokenizers.py,204,model,en_core_web_sm
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/utils/kernel/linear_cross_entropy.py,42,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/utils/kernel/kernels.py,432,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/utils/kernel/kernels.py,1190,temperature,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/hf_rollout.py,61,top_p,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/hf_rollout.py,62,top_k,0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,422,presence_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,422,frequency_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,422,repetition_penalty,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,presence_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,frequency_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,repetition_penalty,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,temperature,0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,top_p,1
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,presence_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,frequency_penalty,0.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,repetition_penalty,1.0
LMOps,/home/aolmedo/research/repos/projects/LMOps/oel/verl/verl/workers/rollout/sglang_rollout/sglang_rollout.py,239,temperature,0
