ID;Name;Description;URL;Topics
671746678;commented-transformers;Highly commented implementations of Transformers in PyTorch;git://github.com/warner-benjamin/commented-transformers.git;bert,gpt,pytorch,transformers
690760746;spelltest;AI-to-AI Testing | Simulation framework for LLM-based applications;git://github.com/artas728/spelltest.git;gpt,llm,llm-framework,llmops,llms,testing-tools
709214769;agent-line-bot;🤖Free Agent Line Bot with Google Image Search, Image Generator, Video Generator...;git://github.com/Lin-jun-xiang/agent-line-bot.git;agent,chatbot,chatgpt,crawler,gpt,linebot,llm,vlm,zhipuai
627940756;chatgpt-custom-knowledge-chatbot;This open source chatbot project lets you create a chatbot that uses your own data to answer questions, thanks to the power of the OpenAI GPT-3.5 model.;git://github.com/robindekoster/chatgpt-custom-knowledge-chatbot.git;ai,chatbot,chatgpt,chatgpt-api,contextual-chatbot,document-search,gpt,knowledge-base,llama-index,machine-learning,openai,openai-chatgpt,python,python3
595807393;openai-detector;AI classifier for indicating AI-written text;git://github.com/promptslab/openai-detector.git;chatgpt,chatgpt-detector,detector,gpt,gpt-2,gpt-3,gpt-detector,llm,openai,openai-api,prompt-engineering
696086319;EcoAssistant;EcoAssistant: using LLM assistant more affordably and accurately;git://github.com/JieyuZ2/EcoAssistant.git;chatbot,gpt,large-language-models,llm-inference,nlp
765349785;gpt4local;Openai-style, fast & lightweight local language model inference w/ documents;git://github.com/xtekky/gpt4local.git;ai,chatbot,chatbots,chatgpt,chatgpt-api,documents,gpt,gpt-4,gpt4free,language-model,llm,llm-inference,local,local-llm,openai,openai-api,python
1009370333;MotionGPT3;MotionGPT3: Human Motion as a Second Modality, a MoT-based framework for unified motion understanding and generation;git://github.com/OpenMotionLab/MotionGPT3.git;chatgpt,gpt,language-model,motion,motiongpt,motiongpt3,multi-modal,text-to-motion
829625325;LiteWebAgent;[NAACL2025] LiteWebAgent: The Open-Source Suite for VLM-Based Web-Agent Applications;git://github.com/PathOnAIOrg/LiteWebAgent.git;agent,agent-based-framework,agentic-agi,agentic-framework,agentic-workflow,ai-agent,ai-agents,autonomous-agent,autonomous-agents,fastapi,gpt,llm,llm-agent,llm-agents,llm-framework,web-agent,web-agents
853725215;Neo-AI;Neo AI integrates into the Linux terminal, capable of executing system commands and providing helpful information. ;git://github.com/Vasco0x4/Neo-AI.git;ai,gpt,ia,kali-linux,linux,llama,ubuntu
836755995;repopack-py;Python version of 📦 repopack (https://github.com/yamadashy/repopack) by yamadashy (https://github.com/yamadashy);git://github.com/abinthomasonline/repopack-py.git;ai,ai-assistant,anthropic,chatbot,chatgpt,claude,developer-tools,development-tools,devtools,gemini,generative-ai,gpt,llm,openai,python
654685650;DocumentGPT;DocumentGPT is a web application that allows you to chat over your research document using OpenAI's chat API and perform semantic search using vector databases. This tool provides a seamless interface for interacting with your research document, exploring search results, and engaging in a conversation with an AI chatbot.;git://github.com/aju22/DocumentGPT.git;chatgpt-api,conversational-ai,faiss,gpt,langchain,llm,natural-language-processing,semantic-search,streamlit,vector-database,webapp
740088377;linkedin-easyapply-using-AI;Automate your LinkedIn job applications with AI! This bot utilizes GPT models such as GPT-4, GPT-3.5, and Google's Gemini Pro for Easy Apply form filling, customizable to your preferences and job search criteria.;git://github.com/srikar-kodakandla/linkedin-easyapply-using-AI.git;automate,automation,bot,challenge,chatgpt,chrome,gemini,gpt,job,job-apply-using-ai,jobsearch,jobseeker,linkedin,linkedin-ai,openai-linkedin,python,resume,scraper,scraping,selenium
625632512;sets88_telegram_bot;Personal Telegram bot with a wide range of capabilities, it stays in permanent proof of concept stage so don't blame me for quality of code );git://github.com/Sets88/sets88_telegram_bot.git;ai,chatgpt,claude,claude-3,dall-e,gpt,gpt-3,gpt-4,telegram,telegram-bot
617932192;BingGPT-Discord-Bot;BingGPT Discord Bot that can handle /ask & /imagine prompts using reverse engineered API of Microsoft's Bing Chat under the hood;git://github.com/ediziks/BingGPT-Discord-Bot.git;bing,bing-api,bing-chat,bingapi,bingchat,chat,chatbot,chatbots,chatgpt,chatgpt-api,chatgpt-bot,chatgpt4,discord,discord-bot,edge,edgegpt,gpt,gpt-4,gpt4,openai
615636155;llama-classification;Text classification with Foundation Language Model LLaMA;git://github.com/sh0416/llama-classification.git;classification,foundation-model,gpt,language-model,llama,pytorch
649448000;OgbujiPT;Client-side toolkit for using large language models, including where self-hosted;git://github.com/OoriData/OgbujiPT.git;ai,gpt,langchain,large-language-models,llm,python
674022081;Chat2Anything;An LLM-based tool to chat with your documents and databases, including a management system | 面向企业内部环境的大模型(LLM)知识库问答系统，包含后台管理系统;git://github.com/DemoGit4LIANG/Chat2Anything.git;chatglm,gpt,langchain,llm,vicuna
771192055;DarkGPT;DarkGPT Chat Explorer is an interactive web application that allows users to engage in conversations with various GPT (Generative Pre-trained Transformer) models in real-time. This repository contains the source code for the application.;git://github.com/codewithdark-git/DarkGPT.git;app,chatbot,database,gemini,gemini-ai,gemini-pro-vision,gen-ai,google,gpt,huggingface-transformers,image-generation,latest,python,pytorch,sqlite3,text-analysis,text-classification,text-summarization,transformer
637307394;lora-instruct;Finetune Falcon, LLaMA, MPT, and RedPajama on consumer hardware using PEFT LoRA;git://github.com/leehanchung/lora-instruct.git;agi,falcon,gpt,llama,llm,lora,mpt,nlp,redpajama
683165531;AiTextDetectionBypass;Bypass Ai detection using undetectable.ai;git://github.com/obaskly/AiTextDetectionBypass.git;ai,artificial-intelligence,bypass,chatgpt,detection,gpt,gptzero,nltk,turnitin
552661142;langchain;🦜🔗 The platform for reliable agents.;git://github.com/langchain-ai/langchain.git;agents,ai,ai-agents,ai-agents-framework,aiagentframework,anthropic,chatgpt,enterprise,framework,gemini,generative-ai,langchain,llm,multiagent,open-source,openai,pydantic,python,rag
730534580;ragflow;RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs;git://github.com/infiniflow/ragflow.git;agent,agentic,agentic-ai,agentic-workflow,ai,ai-search,deep-learning,deep-research,deepseek,deepseek-r1,document-parser,document-understanding,graphrag,llm,mcp,multi-agent,ollama,openai,rag,retrieval-augmented-generation
771302083;OpenHands;🙌 OpenHands: Code Less, Make More;git://github.com/OpenHands/OpenHands.git;agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai
599547518;vllm;A high-throughput and memory-efficient inference and serving engine for LLMs;git://github.com/vllm-project/vllm.git;amd,blackwell,cuda,deepseek,deepseek-v3,gpt,gpt-oss,inference,kimi,llama,llm,llm-serving,model-serving,moe,openai,pytorch,qwen,qwen3,tpu,transformer
646410686;LLaMA-Factory;Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024);git://github.com/hiyouga/LLaMA-Factory.git;agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers
660551251;MetaGPT;🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming;git://github.com/FoundationAgents/MetaGPT.git;agent,gpt,llm,metagpt,multi-agent
725205304;unsloth;Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train OpenAI gpt-oss, DeepSeek-R1, Qwen3, Gemma 3, TTS 2x faster with 70% less VRAM.;git://github.com/unslothai/unsloth.git;agent,deepseek,deepseek-r1,fine-tuning,gemma,gemma3,gpt-oss,llama,llama3,llm,llms,mistral,openai,qwen,qwen3,reinforcement-learning,text-to-speech,tts,unsloth,voice-cloning
656099147;mem0;Universal memory layer for AI Agents;git://github.com/mem0ai/mem0.git;agents,ai,ai-agents,application,chatbots,chatgpt,genai,hacktoberfest,llm,long-term-memory,memory,memory-management,python,rag,state-management
522158088;chatgpt-on-wechat;基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择ChatGPT/Claude/DeepSeek/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。;git://github.com/zhayujie/chatgpt-on-wechat.git;ai,ai-agent,chatgpt,claude-4,deepseek,dingtalk,feishu-bot,gemini,gpt-4,kimi,linkai,llm,mcp,multi-agent,openai,python3,qwen,rag,wechat,wechat-bot
640079149;quivr;Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ;git://github.com/QuivrHQ/quivr.git;ai,api,chatbot,chatgpt,database,docker,framework,frontend,groq,html,javascript,llm,openai,postgresql,privacy,rag,react,security,typescript,vector
806709826;ChatTTS;A generative speech model for daily dialogue.;git://github.com/2noise/ChatTTS.git;agent,chat,chatgpt,chattts,chinese,chinese-language,english,english-language,gpt,llm,llm-agent,natural-language-inference,python,text-to-speech,torch,torchaudio,tts
621799276;Langchain-Chatchat;Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ;git://github.com/chatchat-space/Langchain-Chatchat.git;chatbot,chatchat,chatglm,chatgpt,embedding,faiss,fastchat,gpt,knowledge-base,langchain,langchain-chatglm,llama,llm,milvus,ollama,qwen,rag,retrieval-augmented-generation,streamlit,xinference
396569538;khoj;Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.;git://github.com/khoj-ai/khoj.git;agent,ai,assistant,chat,chatgpt,emacs,image-generation,llama3,llamacpp,llm,obsidian,obsidian-md,offline-llm,productivity,rag,research,self-hosted,semantic-search,stt,whatsapp-ai
778431525;graphrag;A modular graph-based Retrieval-Augmented Generation (RAG) system;git://github.com/microsoft/graphrag.git;gpt,gpt-4,gpt4,graphrag,llm,llms,rag
935604638;agenticSeek;Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account);git://github.com/Fosowl/agenticSeek.git;agentic-ai,agents,ai,autonomous-agents,deepseek-r1,llm,llm-agents,voice-assistant
866513204;LightRAG;"[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation""";git://github.com/HKUDS/LightRAG.git;genai,gpt,gpt-4,graphrag,knowledge-graph,large-language-models,llm,rag,retrieval-augmented-generation
640317662;vanna;🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using Agentic Retrieval 🔄.;git://github.com/vanna-ai/vanna.git;agent,ai,data-visualization,database,llm,rag,sql,text-to-sql
250213286;datasets;🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools;git://github.com/huggingface/datasets.git;ai,artificial-intelligence,computer-vision,dataset-hub,datasets,deep-learning,huggingface,llm,machine-learning,natural-language-processing,nlp,numpy,pandas,pytorch,speech,tensorflow
570384908;peft;🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.;git://github.com/huggingface/peft.git;adapter,diffusion,fine-tuning,llm,lora,parameter-efficient-learning,peft,python,pytorch,transformers
691347156;MaxKB;🔥 MaxKB is an open-source platform for building enterprise-grade agents.  强大易用的开源企业级智能体平台。;git://github.com/1Panel-dev/MaxKB.git;agent,agentic-ai,chatbot,deepseek-r1,knowledgebase,langchain,llama3,llm,maxkb,mcp-server,ollama,pgvector,qwen3,rag
614325365;Chinese-LLaMA-Alpaca;中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs);git://github.com/ymcui/Chinese-LLaMA-Alpaca.git;alpaca,alpaca-2,large-language-models,llama,llama-2,llm,lora,nlp,plm,pre-trained-language-models,quantization
764723738;skyvern;Automate browser based workflows with AI;git://github.com/Skyvern-AI/skyvern.git;ai,api,automation,browser,browser-automation,computer,gpt,llm,playwright,powerautomate,puppeteer,python,rpa,selenium,vision,workflow
979115477;deer-flow;DeerFlow is a community-driven Deep Research framework, combining language models with tools like web search, crawling, and Python execution, while contributing back to the open-source community.;git://github.com/bytedance/deer-flow.git;agent,agentic,agentic-framework,agentic-workflow,ai,ai-agents,bytedance,deep-research,langchain,langgraph,langmanus,llm,multi-agent,nodejs,podcast,python,typescript
780737106;SWE-agent;SWE-agent takes a GitHub issue and tries to automatically fix it, using your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] ;git://github.com/SWE-agent/SWE-agent.git;agent,agent-based-model,ai,cybersecurity,developer-tools,llm,lms
627480054;DB-GPT;AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents;git://github.com/eosphoros-ai/DB-GPT.git;agents,bgi,database,deepseek,gpt,gpt-4,hacktoberfest,llm,private,rag,security,vicuna
596516907;DocsGPT;Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.;git://github.com/arc53/DocsGPT.git;agent-builder,agents,ai,chatgpt,docsgpt,hacktoberfest,hacktoberfest2025,information-retrieval,language-model,llm,machine-learning,natural-language-processing,python,pytorch,rag,react,search,semantic-search,transformers
946380199;openai-agents-python;A lightweight, powerful framework for multi-agent workflows;git://github.com/openai/openai-agents-python.git;agents,ai,framework,llm,openai,python
914316754;DeepResearch;Tongyi Deep Research, the Leading Open-source Deep Research Agent;git://github.com/Alibaba-NLP/DeepResearch.git;agent,alibaba,artificial-intelligence,deep-research,deepresearch,information-seeking,llm,tongyi,web-agent
1016323751;langextract;A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.;git://github.com/google/langextract.git;gemini,gemini-ai,gemini-api,gemini-flash,gemini-pro,information-extration,large-language-models,llm,nlp,python,structured-data
640182997;SuperAGI;<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.;git://github.com/TransformerOptimus/SuperAGI.git;agents,agi,ai,artificial-general-intelligence,artificial-intelligence,autonomous-agents,gpt-4,hacktoberfest,llm,llmops,nextjs,openai,pinecone,python,superagi
633262635;onyx;Open Source AI Platform - AI Chat with advanced features that works with every LLM;git://github.com/onyx-dot-app/onyx.git;ai,ai-chat,chatgpt,chatui,enterprise-search,gen-ai,information-retrieval,llm,llm-ui,nextjs,python,rag
292374787;ml-engineering;Machine Learning Engineering Open Book;git://github.com/stas00/ml-engineering.git;ai,debugging,gpus,inference,large-language-models,llm,machine-learning,machine-learning-engineering,mlops,network,pytorch,scalability,slurm,storage,training,transformers
958830659;adk-python;An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.;git://github.com/google/adk-python.git;agent,agentic,agentic-ai,agents,agents-sdk,ai,ai-agents,aiagentframework,genai,genai-chatbot,llm,llms,multi-agent,multi-agent-systems,multi-agents,multi-agents-collaboration
668122773;Llama-Chinese;Llama中文社区，实时汇总最新Llama学习资料，构建最好的中文Llama大模型开源生态，完全开源可商用;git://github.com/LlamaFamily/Llama-Chinese.git;agent,llama,llama4,llm,pretraining,rl
575321313;LangBot;🤩 Easy-to-use global IM bot platform designed for LLM era / 简单易用的大模型即时通信机器人开发平台 ⚡️ Bots for QQ / QQ频道 / Discord / LINE / WeChat(微信, 企业微信)/ Telegram / 飞书 / 钉钉 / Slack 🧩 Integrated with ChatGPT(GPT), DeepSeek, Dify, n8n, Langflow, Coze, Claude, Google Gemini, Kimi, PPIO, Ollama, MiniMax, SiliconFlow, Qwen, Moonshot, MCP etc. LLM & Agent & RAG;git://github.com/langbot-app/LangBot.git;agent,ai,coze,deepseek,dify,dingtalk,discord,feishu,langbot,lark,line,llm,n8n,ollama,openai,plugins,qq,rag,telegram,wechat
742244656;agentscope;AgentScope: Agent-Oriented Programming for Building LLM Applications;git://github.com/agentscope-ai/agentscope.git;agent,chatbot,large-language-models,llm,llm-agent,mcp,multi-agent,multi-modal,react-agent
575865240;AstrBot;✨ Agentic IM ChatBot Infrastructure ✨ Integration with multiple IMs, easy-to-use plugin system, supports OpenAI, Gemini, Anthropic, Dify, Coze, built-in Knowledge Base, Agent. ✨ 一站式大模型聊天机器人平台及开发框架 ✨ 多消息平台（QQ, Telegram, 企微, 飞书, 钉钉等）集成，易用的插件系统，支持接入 OpenAI, Gemini, Anthropic, Dify, Coze, 阿里云百炼应用等平台，内置知识库、Agent 智能体;git://github.com/AstrBotDevs/AstrBot.git;agent,ai,chatbot,chatgpt,docker,gemini,gpt,llama,llm,mcp,openai,python,qq,qqbot,qqchannel,telegram
636372163;litgpt;20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale.;git://github.com/Lightning-AI/litgpt.git;ai,artificial-intelligence,deep-learning,large-language-models,llm,llm-inference,llms
336274588;PaddleNLP;Easy-to-use and powerful LLM and SLM library with awesome model zoo.;git://github.com/PaddlePaddle/PaddleNLP.git;bert,compression,distributed-training,document-intelligence,embedding,ernie,information-extraction,llama,llm,neural-search,nlp,paddlenlp,pretrained-models,question-answering,search-engine,semantic-analysis,sentiment-analysis,transformers,uie
629749002;OpenLLM;Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud.;git://github.com/bentoml/OpenLLM.git;bentoml,fine-tuning,llama,llama2,llama3-1,llama3-2,llama3-2-vision,llm,llm-inference,llm-ops,llm-serving,llmops,mistral,mlops,model-inference,open-source-llm,openllm,vicuna
1032808806;strix;Open-source AI agents for penetration testing;git://github.com/usestrix/strix.git;agents,artificial-intelligence,cybersecurity,generative-ai,llm,penetration-testing
286301447;txtai;💡 All-in-one open-source AI framework for semantic search, LLM orchestration and language model workflows;git://github.com/neuml/txtai.git;ai,artificial-intelligence,embeddings,information-retrieval,language-model,large-language-models,llm,machine-learning,nlp,python,rag,retrieval-augmented-generation,search,search-engine,semantic-search,sentence-embeddings,transformers,txtai,vector-database,vector-search
163346054;ludwig;Low-code framework for building custom LLMs, neural networks, and other AI models;git://github.com/ludwig-ai/ludwig.git;computer-vision,data-centric,data-science,deep,deep-learning,deeplearning,fine-tuning,learning,llama,llama2,llm,llm-training,machine-learning,machinelearning,mistral,ml,natural-language,natural-language-processing,neural-network,pytorch
590604203;shell_gpt;A command-line productivity tool powered by AI large language models like GPT-4, will help you accomplish your tasks faster and more efficiently.;git://github.com/TheR1D/shell_gpt.git;chatgpt,cheat-sheet,cli,commands,gpt-3,gpt-4,linux,llama,llm,ollama,openai,productivity,python,shell,terminal
673412924;ms-swift;Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 500+ LLMs (Qwen3, Qwen3-MoE, Llama4, GLM4.5, InternLM3, DeepSeek-R1, ...) and 200+ MLLMs (Qwen3-VL, Qwen3-Omni, InternVL3.5, Ovis2.5, Llava, GLM4v, Phi4, ...) (AAAI 2025).;git://github.com/modelscope/ms-swift.git;deepseek-r1,embedding,grpo,internvl,liger,llama,llama4,llm,lora,megatron,moe,multimodal,open-r1,peft,qwen3,qwen3-next,qwen3-omni,qwen3-vl,reranker,sft
944976593;fastapi_mcp;Expose your FastAPI endpoints as Model Context Protocol (MCP) tools, with Auth!;git://github.com/tadata-org/fastapi_mcp.git;ai,authentication,authorization,claude,cursor,fastapi,llm,mcp,mcp-server,mcp-servers,modelcontextprotocol,openapi,windsurf
660489378;promptflow;Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.;git://github.com/microsoft/promptflow.git;ai,ai-application-development,ai-applications,chatgpt,gpt,llm,prompt,prompt-engineering
209120637;metaflow;Build, Manage and Deploy AI/ML Systems;git://github.com/Netflix/metaflow.git;agents,ai,aws,azure,cost-optimization,datascience,distributed-training,gcp,generative-ai,high-performance-computing,kubernetes,llm,llmops,machine-learning,ml,ml-infrastructure,ml-platform,mlops,model-management,python
781261349;RD-Agent;Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report;git://github.com/microsoft/RD-Agent.git;agent,ai,automation,data-mining,data-science,development,llm,research
201403923;deeplake;Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, & visualize any AI data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai;git://github.com/activeloopai/deeplake.git;ai,computer-vision,cv,data-science,datalake,datasets,deep-learning,image-processing,langchain,large-language-models,llm,machine-learning,ml,mlops,multi-modal,python,pytorch,tensorflow,vector-database,vector-search
653496050;inference;Swap GPT for any LLM by changing a single line of code. Xinference lets you run open-source, speech, and multimodal models on cloud, on-prem, or your laptop — all through one unified, production-ready inference API.;git://github.com/xorbitsai/inference.git;artificial-intelligence,chatglm,deployment,flan-t5,gemma,ggml,glm4,inference,llama,llama3,llamacpp,llm,machine-learning,mistral,openai-api,pytorch,qwen,vllm,whisper,wizardlm
672224983;Bert-VITS2;vits2 backbone with multilingual-bert;git://github.com/fishaudio/Bert-VITS2.git;agent,bert,bert-vits,bert-vits2,fish,fish-speech,llm,tts,vits,vits2,vocoder
458588993;optimate;A collection of libraries to optimise AI model performances;git://github.com/nebuly-ai/optimate.git;ai,analytics,artificial-intelligence,deeplearning,large-language-models,llm
618276831;GPTCache;Semantic cache for LLMs. Fully integrated with LangChain and llama_index. ;git://github.com/zilliztech/GPTCache.git;aigc,autogpt,babyagi,chatbot,chatgpt,chatgpt-api,dolly,gpt,langchain,llama,llama-index,llm,memcache,milvus,openai,redis,semantic-search,similarity-search,vector-search
905016458;mcp-agent;Build effective agents using Model Context Protocol and simple workflow patterns;git://github.com/lastmile-ai/mcp-agent.git;agents,ai,ai-agents,llm,llms,mcp,model-context-protocol,python
933701586;awesome-ai-apps;A collection of projects showcasing RAG, agents, workflows, and other AI use cases;git://github.com/Arindam200/awesome-ai-apps.git;agents,ai,hacktoberfest,llm,mcp
668052031;Chinese-LLaMA-Alpaca-2;中文LLaMA-2 & Alpaca-2大模型二期项目 + 64K超长上下文模型 (Chinese LLaMA-2 & Alpaca-2 LLMs with 64K long context models);git://github.com/ymcui/Chinese-LLaMA-Alpaca-2.git;64k,alpaca,alpaca-2,alpaca2,flash-attention,large-language-models,llama,llama-2,llama2,llm,nlp,rlhf,yarn
929200745;deep-searcher;Open Source Deep Research Alternative to Reason and Search on Private Data. Written in Python.;git://github.com/zilliztech/deep-searcher.git;agent,agentic-rag,claude,deep-research,deepseek,deepseek-r1,grok,grok3,llama4,llm,milvus,openai,qwen3,rag,reasoning-models,vector-database,zilliz
662878020;InternLM;Official release of InternLM series (InternLM, InternLM2, InternLM2.5, InternLM3).;git://github.com/InternLM/InternLM.git;chatbot,chinese,fine-tuning-llm,flash-attention,gpt,large-language-model,llm,long-context,pretrained-models,rlhf
622587492;Firefly;Firefly: 大模型训练工具，支持训练Qwen2.5、Qwen2、Yi1.5、Phi-3、Llama3、Gemma、MiniCPM、Yi、Deepseek、Orion、Xverse、Mixtral-8x7B、Zephyr、Mistral、Baichuan2、Llma2、Llama、Qwen、Baichuan、ChatGLM2、InternLM、Ziya2、Vicuna、Bloom等大模型;git://github.com/yangjianxin1/Firefly.git;alpaca,aquila,baichuan,chatglm,gemma,gpt,internlm,llama,llama2,llama3,llm,lora,minicpm,mistral,mixtral,peft,qlora,qwen,qwen2,zephyr
719455172;rags;Build ChatGPT over your data, all with natural language;git://github.com/run-llama/rags.git;agent,chatbot,chatgpt,gpts,llamaindex,llm,openai,rag,streamlit
733899994;AppAgent;AppAgent: Multimodal Agents as Smartphone Users, an LLM-based multimodal agent framework designed to operate smartphone apps.;git://github.com/TencentQQGYLab/AppAgent.git;agent,chatgpt,generative-ai,gpt4,gpt4v,llm
612350395;marvin;an ambient intelligence library;git://github.com/PrefectHQ/marvin.git;agents,ai,ambient-ai,chatbots,gpt,llm,nli,python,structured-outputs
673277958;data-juicer;Data processing for and with foundation models!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷;git://github.com/datajuicer/data-juicer.git;data,data-analysis,data-pipeline,data-processing,data-science,data-visualization,foundation-models,instruction-tuning,large-language-models,llm,llms,multi-modal,pre-training,synthetic-data
965974441;klavis;Klavis AI (YC X25):  MCP integration platforms that let AI agents use tools reliably at any scale;git://github.com/Klavis-AI/klavis.git;agents,ai,ai-agents,api,developer-tools,discord,function-calling,integration,llm,mcp,mcp-client,mcp-server,oauth2,open-source
188584527;awesome-pretrained-chinese-nlp-models;Awesome Pretrained Chinese NLP Models，高质量中文预训练模型&大模型&多模态模型&大语言模型集合;git://github.com/lonePatient/awesome-pretrained-chinese-nlp-models.git;bert,chinese,dataset,ernie,gpt,gpt-2,large-language-models,llm,multimodel,nezha,nlp,nlu-nlg,pangu,pretrained-models,roberta,simbert,xlnet
740338525;TaskingAI;The open source platform for AI-native application development.;git://github.com/TaskingAI/TaskingAI.git;agent,ai,ai-native,function-call,generative-ai,gpt,langchain,llm,rag,retrieval-augmented-generation,vector
957859485;cai;Cybersecurity AI (CAI), the framework for AI Security;git://github.com/aliasrobotics/cai.git;artificial-intelligence,cybersecurity,framework,generative-ai,llm,pentesting
679017521;agentops;Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including CrewAI, Agno, OpenAI Agents SDK, Langchain, Autogen, AG2, and CamelAI;git://github.com/AgentOps-AI/agentops.git;agent,agentops,agents-sdk,ai,anthropic,autogen,cost-estimation,crewai,evals,evaluation-metrics,groq,langchain,llm,mistral,ollama,openai,openai-agents
722844356;Open-LLM-VTuber;Talk to any LLM with hands-free voice interaction, voice interruption, and Live2D taking face running locally across platforms;git://github.com/Open-LLM-VTuber/Open-LLM-VTuber.git;ai,ai-companion,ai-vtuber,ai-waifu,chatbots,live2d,live2d-web,llm,neuro-sama,ollama
314197645;zenml;ZenML 🙏: One AI Platform from Pipelines to Agents. https://zenml.io.;git://github.com/zenml-io/zenml.git;agentops,agents,ai,automl,data-science,deep-learning,devops-tools,genai,llm,llmops,machine-learning,metadata-tracking,ml,mlops,pipelines,production-ready,pytorch,tensorflow,workflow,zenml
362500938;argilla;Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets;git://github.com/argilla-io/argilla.git;active-learning,ai,annotation-tool,developer-tools,gpt-4,human-in-the-loop,langchain,llm,machine-learning,mlops,natural-language-processing,nlp,rlhf,text-annotation,text-labeling,weak-supervision,weakly-supervised-learning
629142696;h2o-llmstudio;H2O LLM Studio - a framework and no-code GUI for fine-tuning LLMs. Documentation: https://docs.h2o.ai/h2o-llmstudio/;git://github.com/h2oai/h2o-llmstudio.git;ai,chatbot,chatgpt,fedramp,fine-tuning,finetuning,generative,generative-ai,gpt,llama,llama2,llm,llm-training
859956307;aci;ACI.dev is the open source tool-calling platform that hooks up 600+ tools into any agentic IDE or custom AI agent through direct function calling or a unified MCP server. The birthplace of VibeOps.;git://github.com/aipotheosis-labs/aci.git;agents,ai,ai-agents,api,developer-tools,function-calling,integration,llm,mcp,oauth2,open-source,permissions,tools,vibeops
676028871;OpenAgents;[COLM 2024] OpenAgents: An Open Platform for Language Agents in the Wild;git://github.com/xlang-ai/OpenAgents.git;agent,assistant-chat-bots,code-generation,executable-langauge-grounding,gpt,hacktoberfest,language-model,language-model-agent,llm,semantic-parsing,tool-learning,ui
1025381911;Memori;Open-Source Memory Engine for LLMs, AI Agents & Multi-Agent Systems;git://github.com/GibsonAI/Memori.git;agent,ai,aiagent,awesome,chatgpt,hacktoberfest,hacktoberfest2025,llm,long-short-term-memory,memori-ai,memory,memory-management,python,rag,state-management
